token,job_link,is_relevant,reason,score
stripe,https://job-boards.greenhouse.io/stripe/jobs/7808044,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7587357,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7733301,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7364062,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7741833,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7804276,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7736482,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7824139,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7824143,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7722938,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7612192,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7456167,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7550951,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7774312,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7587353,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7768901,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7810205,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7430701,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/5416444,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/6282403,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7610132,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7285986,no,title_mismatch,20
stripe,https://job-boards.greenhouse.io/stripe/jobs/5922987,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7587256,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7644403,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7440963,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7809414,no,title_mismatch,20
stripe,https://job-boards.greenhouse.io/stripe/jobs/5895430,no,title_mismatch,25
stripe,https://job-boards.greenhouse.io/stripe/jobs/7743311,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7685049,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7144975,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7577341,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7584203,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7790433,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7175216,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7808299,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7775314,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7657999,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7334661,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7841757,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7827623,no,title_mismatch,35
stripe,https://job-boards.greenhouse.io/stripe/jobs/7815846,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7762324,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7802210,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7762570,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7835108,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7688358,no,title_mismatch,30
stripe,https://job-boards.greenhouse.io/stripe/jobs/7736943,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7655222,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7657997,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7712852,no,title_mismatch,25
stripe,https://job-boards.greenhouse.io/stripe/jobs/7555997,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7747391,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7773553,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7772329,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7556256,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7663636,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7729216,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7525370,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7613386,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7747178,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7739260,no,title_mismatch,20
stripe,https://job-boards.greenhouse.io/stripe/jobs/7693271,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7645715,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7375100,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7742552,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7587347,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7566383,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7779497,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7722641,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7787598,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7606257,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7543898,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7463755,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7576878,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7597622,no,title_mismatch,20
stripe,https://job-boards.greenhouse.io/stripe/jobs/7812163,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7717412,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7061516,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7278434,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7747640,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7747638,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7748114,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7230452,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7671038,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7651078,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7608396,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7685460,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7833796,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7656562,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7743307,no,excluded:intern,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7597613,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7597624,no,title_mismatch,50
stripe,https://job-boards.greenhouse.io/stripe/jobs/7737239,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7532806,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/6567104,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7403151,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7531158,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/6447175,no,title_mismatch,30
stripe,https://job-boards.greenhouse.io/stripe/jobs/6606581,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7091959,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7436086,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7523947,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7587920,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7553098,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7312491,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7677136,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7486402,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7739361,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7684149,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7736640,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7813067,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7375436,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7583815,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7760773,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7813129,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7337546,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7730667,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7765976,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7656704,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7649097,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7744344,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7566217,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7589400,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7462961,no,title_mismatch,35
stripe,https://job-boards.greenhouse.io/stripe/jobs/7584018,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7587812,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7703911,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7594874,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7525715,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/6651831,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7569605,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7678541,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7743714,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7587254,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7733216,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7733233,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7757552,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7543885,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7773831,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7557501,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7557920,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/6209187,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7811935,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7079044,no,excluded:intern,30
stripe,https://job-boards.greenhouse.io/stripe/jobs/7629052,no,excluded:intern,25
stripe,https://job-boards.greenhouse.io/stripe/jobs/7384709,no,excluded:intern,20
stripe,https://job-boards.greenhouse.io/stripe/jobs/7813942,no,excluded:intern,25
stripe,https://job-boards.greenhouse.io/stripe/jobs/6785098,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7703750,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7702181,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7337544,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7767222,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7664667,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7584867,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7634113,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7573680,no,title_mismatch,15
stripe,https://job-boards.greenhouse.io/stripe/jobs/7253148,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7639823,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7025164,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7644883,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7789539,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7795191,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7724828,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7589897,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7363874,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7589978,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7706837,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7592197,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7236933,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/5902523,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7456083,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7202953,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7520686,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7780256,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7393071,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7544547,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7813141,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/6891805,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7540835,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7671302,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7576867,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7812209,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/5853649,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7617049,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7289456,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7249573,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7556207,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7697675,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7697672,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7607761,no,title_mismatch,20
stripe,https://job-boards.greenhouse.io/stripe/jobs/7411434,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7614951,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/5584791,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7554002,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7409686,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7773621,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7815571,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7466921,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7542823,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7594204,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7603763,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7285974,no,title_mismatch,20
stripe,https://job-boards.greenhouse.io/stripe/jobs/7216664,no,excluded:intern,30
stripe,https://job-boards.greenhouse.io/stripe/jobs/7216668,no,excluded:intern,30
stripe,https://job-boards.greenhouse.io/stripe/jobs/7537163,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7649036,no,title_mismatch,10
stripe,https://job-boards.greenhouse.io/stripe/jobs/7813945,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7384489,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7568117,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7775422,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7824008,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7657191,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7520327,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7538361,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7663023,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7655023,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7561053,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7721834,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7561551,no,title_mismatch,25
stripe,https://job-boards.greenhouse.io/stripe/jobs/7768979,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7812346,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7392697,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7547596,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7486955,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7651697,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7737124,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7176530,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7580706,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/6473321,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7625842,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7834628,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/6651889,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7440429,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7397265,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/6683456,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7773463,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7773461,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/6348471,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7832098,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7812965,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7591150,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7421572,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7564364,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7260872,no,title_mismatch,5
stripe,https://job-boards.greenhouse.io/stripe/jobs/7389837,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7391537,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7678670,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7545852,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/6814190,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7645601,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7390485,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7524531,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7572741,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7604228,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7827182,no,title_mismatch,0
stripe,https://job-boards.greenhouse.io/stripe/jobs/7061338,no,title_mismatch,5
